;depth;total_chla;DVchla;X19hex;fucox;perid;zeax;combined_station;day;month;year;long_sat;lat_sat;chla_sat;RRS412;RRS443;RRS490;RRS555;sst;Datasource;Cruise;Exp
46;19.0;0.26222622;0.037183830720000005;0.09915534454;0.040782620549999996;0.01198395745;0.04676309925;combined_station_358;28.0;10.0;2004.0;-141.2706654;-8.291669812;0.186487868;0.006733093000000001;0.005539849;0.004751629;0.0019670070000000002;27.19333333;http://www.obs-vlfr.fr/proof/vt/op/ec/biosope/bio.htm;;Biosope
47;15.0;0.25285683;0.03468205022;0.08933366233;0.03773318985;0.01193411937;0.04683835903;combined_station_358;28.0;10.0;2004.0;-141.2706654;-8.291669812;0.186487868;0.006733093000000001;0.005539849;0.004751629;0.0019670070000000002;27.19333333;http://www.obs-vlfr.fr/proof/vt/op/ec/biosope/bio.htm;;Biosope
48;9.0;0.23880444;0.03425996084;0.08259176913;0.03616919171;0.01109604768;0.04563378494;combined_station_358;28.0;10.0;2004.0;-141.2706654;-8.291669812;0.186487868;0.006733093000000001;0.005539849;0.004751629;0.0019670070000000002;27.19333333;http://www.obs-vlfr.fr/proof/vt/op/ec/biosope/bio.htm;;Biosope
49;5.0;0.24336869;0.03479942925;0.08289126133000001;0.03465980662;0.010515156210000001;0.04653367952;combined_station_358;28.0;10.0;2004.0;-141.2706654;-8.291669812;0.186487868;0.006733093000000001;0.005539849;0.004751629;0.0019670070000000002;27.19333333;http://www.obs-vlfr.fr/proof/vt/op/ec/biosope/bio.htm;;Biosope
50;160.0;0.02829073;0.00571189764;0.011396020540000001;0.0015074764119999999;0.0;0.001971326444;combined_station_361;29.0;10.0;2004.0;-141.2289988;-8.33333648;0.177036002;0.005405421;0.004413519;0.0038719540000000004;0.0013723239999999999;27.67;http://www.obs-vlfr.fr/proof/vt/op/ec/biosope/bio.htm;;Biosope
51;100.0;0.13489691;0.03437913587;0.060209020950000004;0.009178620592;0.004256373156;0.01600886607;combined_station_361;29.0;10.0;2004.0;-141.2289988;-8.33333648;0.177036002;0.005405421;0.004413519;0.0038719540000000004;0.0013723239999999999;27.67;http://www.obs-vlfr.fr/proof/vt/op/ec/biosope/bio.htm;;Biosope
52;79.0;0.34035312000000006;0.06055392416;0.1405781945;0.040902712;0.013600227860000001;0.03583628571;combined_station_361;29.0;10.0;2004.0;-141.2289988;-8.33333648;0.177036002;0.005405421;0.004413519;0.0038719540000000004;0.0013723239999999999;27.67;http://www.obs-vlfr.fr/proof/vt/op/ec/biosope/bio.htm;;Biosope
53;60.0;0.32593946;0.06022225086;0.136261503;0.03930092741;0.01539225838;0.04349577318;combined_station_361;29.0;10.0;2004.0;-141.2289988;-8.33333648;0.177036002;0.005405421;0.004413519;0.0038719540000000004;0.0013723239999999999;27.67;http://www.obs-vlfr.fr/proof/vt/op/ec/biosope/bio.htm;;Biosope
54;40.0;0.30274587000000003;0.05386340279;0.12204562679999999;0.04245067745;0.01427737719;0.04774982529;combined_station_361;29.0;10.0;2004.0;-141.2289988;-8.33333648;0.177036002;0.005405421;0.004413519;0.0038719540000000004;0.0013723239999999999;27.67;http://www.obs-vlfr.fr/proof/vt/op/ec/biosope/bio.htm;;Biosope
55;29.0;0.2709223;0.04624493498;0.1042691845;0.03665431165;0.01361775216;0.051377676170000004;combined_station_361;29.0;10.0;2004.0;-141.2289988;-8.33333648;0.177036002;0.005405421;0.004413519;0.0038719540000000004;0.0013723239999999999;27.67;http://www.obs-vlfr.fr/proof/vt/op/ec/biosope/bio.htm;;Biosope
